Pharm~Hosp|ATC1|ATC2|ATC3|ATC4|Crp|MIDAS~Crp|Mnf|Prd|Str|Pck|NFC~1|NFC~2|NFC~3|RX/OTC|Launch~Year|Launch~Date|DDD~Fact|DDD~Unit|Mono~Combi|MOL|[DCKey 1]|[Latest MNF Price]|[Latest Price]|EURO Sales Period|EURO Sales Value|USD Sales Period|USD Sales Value|LC Sales Period|LC Sales Value|Units Period|Units Value|DOT Period|DOT Value
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 10|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1996|1996/01|10.00|40.00 MG|MONO|FAMOTIDINE|130|25.2|35.2|EURO Sales Oct/04|423|USD Sales Oct/04|528|LC Sales Oct/04|13316|Units Oct/04|495|DOT Oct/04|4950
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 10|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1996|1996/01|10.00|40.00 MG|MONO|FAMOTIDINE|130|25.2|35.2|EURO Sales Nov/04|191|USD Sales Nov/04|248|LC Sales Nov/04|5972|Units Nov/04|222|DOT Nov/04|2220
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 10|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1996|1996/01|10.00|40.00 MG|MONO|FAMOTIDINE|130|25.2|35.2|EURO Sales Dec/04|484|USD Sales Dec/04|648|LC Sales Dec/04|14822|Units Dec/04|551|DOT Dec/04|5510
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 10|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1996|1996/01|10.00|40.00 MG|MONO|FAMOTIDINE|130|25.2|35.2|EURO Sales Jan/05|401|USD Sales Jan/05|527|LC Sales Jan/05|12159|Units Jan/05|452|DOT Jan/05|4520
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 10|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1996|1996/01|10.00|40.00 MG|MONO|FAMOTIDINE|130|25.2|35.2|EURO Sales Feb/05|421|USD Sales Feb/05|548|LC Sales Feb/05|12616|Units Feb/05|469|DOT Feb/05|4690
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 10|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1996|1996/01|10.00|40.00 MG|MONO|FAMOTIDINE|130|25.2|35.2|EURO Sales Mar/05|588|USD Sales Mar/05|777|LC Sales Mar/05|17512|Units Mar/05|651|DOT Mar/05|6510
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 10|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1996|1996/01|10.00|40.00 MG|MONO|FAMOTIDINE|130|25.2|35.2|EURO Sales Apr/05|458|USD Sales Apr/05|593|LC Sales Apr/05|13800|Units Apr/05|513|DOT Apr/05|5130
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 10|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1996|1996/01|10.00|40.00 MG|MONO|FAMOTIDINE|130|25.2|35.2|EURO Sales May/05|331|USD Sales May/05|420|LC Sales May/05|10007|Units May/05|372|DOT May/05|3720
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 10|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1996|1996/01|10.00|40.00 MG|MONO|FAMOTIDINE|130|25.2|35.2|EURO Sales Jun/05|255|USD Sales Jun/05|311|LC Sales Jun/05|7667|Units Jun/05|285|DOT Jun/05|2850
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 10|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1996|1996/01|10.00|40.00 MG|MONO|FAMOTIDINE|130|25.2|35.2|EURO Sales Jul/05|270|USD Sales Jul/05|325|LC Sales Jul/05|8151|Units Jul/05|303|DOT Jul/05|3030
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 10|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1996|1996/01|10.00|40.00 MG|MONO|FAMOTIDINE|130|25.2|35.2|EURO Sales Aug/05|245|USD Sales Aug/05|301|LC Sales Aug/05|7236|Units Aug/05|269|DOT Aug/05|2690
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 10|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1996|1996/01|10.00|40.00 MG|MONO|FAMOTIDINE|130|25.2|35.2|EURO Sales Sep/05|329|USD Sales Sep/05|404|LC Sales Sep/05|9657|Units Sep/05|359|DOT Sep/05|3590
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 10|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1996|1996/01|10.00|40.00 MG|MONO|FAMOTIDINE|130|25.2|35.2|EURO Sales Oct/05|264|USD Sales Oct/05|317|LC Sales Oct/05|7828|Units Oct/05|291|DOT Oct/05|2910
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 10|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1996|1996/01|10.00|40.00 MG|MONO|FAMOTIDINE|130|25.2|35.2|EURO Sales Nov/05|317|USD Sales Nov/05|374|LC Sales Nov/05|9281|Units Nov/05|345|DOT Nov/05|3450
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 10|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1996|1996/01|10.00|40.00 MG|MONO|FAMOTIDINE|130|25.2|35.2|EURO Sales Dec/05|268|USD Sales Dec/05|318|LC Sales Dec/05|7752|Units Dec/05|304|DOT Dec/05|3040
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 10|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1996|1996/01|10.00|40.00 MG|MONO|FAMOTIDINE|130|25.2|35.2|EURO Sales Jan/06|303|USD Sales Jan/06|366|LC Sales Jan/06|8694|Units Jan/06|345|DOT Jan/06|3450
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 10|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1996|1996/01|10.00|40.00 MG|MONO|FAMOTIDINE|130|25.2|35.2|EURO Sales Feb/06|204|USD Sales Feb/06|244|LC Sales Feb/06|5796|Units Feb/06|230|DOT Feb/06|2300
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 10|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1996|1996/01|10.00|40.00 MG|MONO|FAMOTIDINE|130|25.2|35.2|EURO Sales Mar/06|347|USD Sales Mar/06|417|LC Sales Mar/06|9929|Units Mar/06|394|DOT Mar/06|3940
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 10|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1996|1996/01|10.00|40.00 MG|MONO|FAMOTIDINE|130|25.2|35.2|EURO Sales Apr/06|215|USD Sales Apr/06|263|LC Sales Apr/06|6124|Units Apr/06|243|DOT Apr/06|2430
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 10|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1996|1996/01|10.00|40.00 MG|MONO|FAMOTIDINE|130|25.2|35.2|EURO Sales May/06|301|USD Sales May/06|385|LC Sales May/06|8518|Units May/06|338|DOT May/06|3380
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 10|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1996|1996/01|10.00|40.00 MG|MONO|FAMOTIDINE|130|25.2|35.2|EURO Sales Jun/06|227|USD Sales Jun/06|288|LC Sales Jun/06|6451|Units Jun/06|256|DOT Jun/06|2560
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 10|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1996|1996/01|10.00|40.00 MG|MONO|FAMOTIDINE|130|25.2|35.2|EURO Sales Jul/06|230|USD Sales Jul/06|292|LC Sales Jul/06|6552|Units Jul/06|260|DOT Jul/06|2600
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 10|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1996|1996/01|10.00|40.00 MG|MONO|FAMOTIDINE|130|25.2|35.2|EURO Sales Aug/06|192|USD Sales Aug/06|246|LC Sales Aug/06|5418|Units Aug/06|215|DOT Aug/06|2150
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 10|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1996|1996/01|10.00|40.00 MG|MONO|FAMOTIDINE|130|25.2|35.2|EURO Sales Sep/06|203|USD Sales Sep/06|258|LC Sales Sep/06|5756|Units Sep/06|234|DOT Sep/06|2340
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 10|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1996|1996/01|10.00|40.00 MG|MONO|FAMOTIDINE|130|25.2|35.2|EURO Sales Oct/06|263|USD Sales Oct/06|332|LC Sales Oct/06|7434|Units Oct/06|295|DOT Oct/06|2950
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|2004|2004/01|100.00|70.00 MG|MONO|FAMOTIDINE|131|223.2|310.9|EURO Sales Nov/01|0|USD Sales Nov/01|0|LC Sales Nov/01|0|Units Nov/01|0|DOT Nov/01|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|2004|2004/01|100.00|70.00 MG|MONO|FAMOTIDINE|131|223.2|310.9|EURO Sales Dec/01|0|USD Sales Dec/01|0|LC Sales Dec/01|0|Units Dec/01|0|DOT Dec/01|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|2004|2004/01|100.00|70.00 MG|MONO|FAMOTIDINE|131|223.2|310.9|EURO Sales Jan/02|0|USD Sales Jan/02|0|LC Sales Jan/02|0|Units Jan/02|0|DOT Jan/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|2004|2004/01|100.00|70.00 MG|MONO|FAMOTIDINE|131|223.2|310.9|EURO Sales Feb/02|0|USD Sales Feb/02|0|LC Sales Feb/02|0|Units Feb/02|0|DOT Feb/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|2004|2004/01|100.00|70.00 MG|MONO|FAMOTIDINE|131|223.2|310.9|EURO Sales Mar/02|0|USD Sales Mar/02|0|LC Sales Mar/02|0|Units Mar/02|0|DOT Mar/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|2004|2004/01|100.00|70.00 MG|MONO|FAMOTIDINE|131|223.2|310.9|EURO Sales Apr/02|0|USD Sales Apr/02|0|LC Sales Apr/02|0|Units Apr/02|0|DOT Apr/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|2004|2004/01|100.00|70.00 MG|MONO|FAMOTIDINE|131|223.2|310.9|EURO Sales May/02|0|USD Sales May/02|0|LC Sales May/02|0|Units May/02|0|DOT May/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|2004|2004/01|100.00|70.00 MG|MONO|FAMOTIDINE|131|223.2|310.9|EURO Sales Jun/02|0|USD Sales Jun/02|0|LC Sales Jun/02|0|Units Jun/02|0|DOT Jun/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|2004|2004/01|100.00|70.00 MG|MONO|FAMOTIDINE|131|223.2|310.9|EURO Sales Jul/02|0|USD Sales Jul/02|0|LC Sales Jul/02|0|Units Jul/02|0|DOT Jul/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|2004|2004/01|100.00|70.00 MG|MONO|FAMOTIDINE|131|223.2|310.9|EURO Sales Aug/02|0|USD Sales Aug/02|0|LC Sales Aug/02|0|Units Aug/02|0|DOT Aug/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|2004|2004/01|100.00|70.00 MG|MONO|FAMOTIDINE|131|223.2|310.9|EURO Sales Sep/02|0|USD Sales Sep/02|0|LC Sales Sep/02|0|Units Sep/02|0|DOT Sep/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|2004|2004/01|100.00|70.00 MG|MONO|FAMOTIDINE|131|223.2|310.9|EURO Sales Oct/02|0|USD Sales Oct/02|0|LC Sales Oct/02|0|Units Oct/02|0|DOT Oct/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|2004|2004/01|100.00|70.00 MG|MONO|FAMOTIDINE|131|223.2|310.9|EURO Sales Nov/02|0|USD Sales Nov/02|0|LC Sales Nov/02|0|Units Nov/02|0|DOT Nov/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|2004|2004/01|100.00|70.00 MG|MONO|FAMOTIDINE|131|223.2|310.9|EURO Sales Dec/02|0|USD Sales Dec/02|0|LC Sales Dec/02|0|Units Dec/02|0|DOT Dec/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|2004|2004/01|100.00|70.00 MG|MONO|FAMOTIDINE|131|223.2|310.9|EURO Sales Jan/03|0|USD Sales Jan/03|0|LC Sales Jan/03|0|Units Jan/03|0|DOT Jan/03|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|2004|2004/01|100.00|70.00 MG|MONO|FAMOTIDINE|131|223.2|310.9|EURO Sales Feb/03|0|USD Sales Feb/03|0|LC Sales Feb/03|0|Units Feb/03|0|DOT Feb/03|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|2004|2004/01|100.00|70.00 MG|MONO|FAMOTIDINE|131|223.2|310.9|EURO Sales Mar/03|0|USD Sales Mar/03|0|LC Sales Mar/03|0|Units Mar/03|0|DOT Mar/03|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|2004|2004/01|100.00|70.00 MG|MONO|FAMOTIDINE|131|223.2|310.9|EURO Sales Apr/03|0|USD Sales Apr/03|0|LC Sales Apr/03|0|Units Apr/03|0|DOT Apr/03|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|PRO.MED.*|PRO MED|PRO.MED.|FAMOSAN|0040MG|FILM C.TABS 40 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|2004|2004/01|100.00|70.00 MG|MONO|FAMOTIDINE|131|223.2|310.9|EURO Sales May/03|0|USD Sales May/03|0|LC Sales May/03|0|Units May/03|0|DOT May/03|0
